iterID,x1,x2,x3,x4,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,14.0,44.0,14.0,39.0,364.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,41.0,21.0,43.0,39.0,303.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,23.0,61.0,34.0,13.0,345.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,18.0,76.0,75.0,54.0,211.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,49.0,27.0,56.0,69.0,196.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,52.0,57.0,71.0,49.0,181.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,56.0,74.0,21.0,72.0,175.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,66.0,69.0,66.0,26.0,186.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,13.0,51.0,60.0,31.0,306.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,17.0,30.0,65.0,27.0,328.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,12.0,56.0,33.0,60.0,244.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,49.0,34.0,48.0,45.0,236.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,53.0,13.0,40.0,30.0,305.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,48.0,66.0,38.0,64.0,186.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,62.0,23.0,79.0,48.0,218.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,30.0,57.0,35.0,22.0,310.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,80.0,32.0,16.0,28.0,321.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,31.0,63.0,58.0,50.0,229.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,51.0,39.0,18.0,69.0,210.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,51.0,40.0,32.0,75.0,187.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,32.0,33.0,72.0,34.0,288.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,40.0,55.0,59.0,55.0,198.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,55.0,44.0,55.0,21.0,261.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,63.0,25.0,68.0,76.0,153.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,69.0,65.0,14.0,70.0,192.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,20.0,61.0,32.0,33.0,329.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,26.0,43.0,46.0,42.0,283.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,21.0,15.0,49.0,63.0,273.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,66.0,28.0,50.0,12.0,298.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,17.0,16.0,39.0,20.0,414.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,39.0,70.0,25.0,58.0,226.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,46.0,26.0,27.0,39.0,303.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,59.0,31.0,36.0,37.0,259.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,75.0,70.0,19.0,46.0,218.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,44.0,14.0,35.0,74.0,236.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,62.0,17.0,29.0,23.0,337.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,65.0,75.0,53.0,60.0,158.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,22.0,36.0,64.0,67.0,221.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,44.0,50.0,73.0,59.0,199.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,10.0,76.0,52.0,61.0,225.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,32.0,68.0,47.0,12.0,313.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,36.0,80.0,76.0,52.0,189.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,12.0,77.0,11.0,73.0,248.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,68.0,11.0,33.0,57.0,247.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,43.0,19.0,30.0,78.0,211.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,70.0,17.0,69.0,66.0,187.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,37.0,20.0,66.0,23.0,310.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,55.0,37.0,71.0,17.0,274.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,57.0,12.0,70.0,40.0,247.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,21.0,23.0,22.0,25.0,412.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,54.0,41.0,41.0,11.0,313.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,27.0,63.0,78.0,19.0,279.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,48.0,19.0,73.0,26.0,293.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,72.0,13.0,51.0,31.0,287.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,28.0,78.0,23.0,70.0,218.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,40.0,40.0,19.0,37.0,322.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,14.0,60.0,44.0,14.0,368.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,19.0,67.0,23.0,37.0,308.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,16.0,72.0,62.0,79.0,159.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,24.0,47.0,24.0,66.0,257.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,38.0,38.0,41.0,68.0,217.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,33.0,79.0,28.0,19.0,306.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,23.0,46.0,42.0,47.0,282.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,38.0,69.0,39.0,29.0,272.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,76.0,60.0,50.0,77.0,127.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,77.0,55.0,78.0,49.0,181.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,45.0,35.0,26.0,45.0,263.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,47.0,52.0,74.0,79.0,153.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,71.0,21.0,24.0,41.0,292.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,60.0,48.0,20.0,73.0,189.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,20.0,78.0,17.0,36.0,329.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,15.0,42.0,37.0,52.0,284.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,73.0,47.0,61.0,77.0,127.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,35.0,33.0,10.0,15.0,413.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,28.0,45.0,12.0,44.0,324.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,78.0,58.0,63.0,59.0,152.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,68.0,30.0,55.0,54.0,197.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,53.0,24.0,54.0,10.0,329.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,33.0,54.0,56.0,62.0,185.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,79.0,52.0,51.0,43.0,197.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,34.0,62.0,77.0,56.0,184.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,59.0,72.0,26.0,15.0,280.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,43.0,74.0,13.0,51.0,264.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,74.0,27.0,75.0,16.0,286.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
0,78.0,29.0,31.0,29.0,295.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,28419.0
